LOCATION,BOS,ADDR_NUM,ST_NAME,ST_TYPE,ADDRESS,EAS_ADDRESS,CNN,PARCEL,ZIP,LAT_EAS,LONG_EAS,COORDINATES,BIKE_PARKING,PLACEMENT,RACKS,SPACES,MO_INST,YR_INSTALLED,INSTALLED_BY,1_STATUS,2_STATUS_HIGH_LEVEL,3_STATUS_DETAIL,4_STATUS_DESCRIPTION,5_ACTING_AGENT,6_ACTION
Genki Ramen,,,,,3944 GEARY BLVD,,,,,,,"(37.781438, -122.461866)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Cumaica Coffee,,,,,200 CLEMENT ST,,,,,,,"(37.783334, -122.461400)",RACK,PARKING_LANE,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY
Elevate Group Fitness,,,,,1720 OCEAN AVE,,,,,,,"(37.724988, -122.460192)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Laundromat,,,,,201 BROAD ST,,,,,,,"(37.712993, -122.459273)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,SUPPLY MEETS DEMAND,SFMTA,1. AGENT_TO_CONTACT
Jojo's Cafe,,,,,1537 OCEAN AVE,,,,,,,"(37.724179, -122.458876)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Cosmopolitan Baptist Church,,,,,199 FARALLONES ST,,,,,,,"(37.713941, -122.458757)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Ingleside Presbyterian Church,,,,,1325 OCEAN AVE,,,,,,,"(37.723696, -122.456658)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Courtney Glass,,,,,201 PLYMOUTH AVE,,,,,,,"(37.712435, -122.456280)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Fellowship Urban Outreach,,,,,200 PLYMOUTH AVE,,,,,,,"(37.712470, -122.455770)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Westside Church of Christ,,,,,142 PLYMOUTH AVE,,,,,,,"(37.712070, -122.455767)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
SFPD Park Station,,,,,1899 WALLER ST,,,,,,,"(37.767974, -122.455083)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Holloway Market,,,,,150 HOLLOWAY AVE,,,,,,,"(37.722069, -122.454960)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,SUPPLY MEETS DEMAND,SFMTA,1. AGENT_TO_CONTACT
multiple,,,,,3580 CALIFORNIA ST,,,,,,,"(37.786795, -122.453054)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Merced Food Service,,,,,5925 MISSION ST,,,,,,,"(37.708418, -122.453050)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Ernest Ingold Boys and Girls Club ,,,,,1950 PAGE ST,,,,,,,"(37.77047883, -122.45300099)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,REQUEST FROM VISITOR,SFMTA,2. RESPOND_TO_SFMTA
Fifty/Fifty Coffee and Tea,,,,,3157 GEARY BLVD,,,,,,,"(37.781440, -122.452952)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY
Laurel Hill Nursery School,,,,,401 EUCLID AVE,,,,,,,"(37.78379952, -122.45272946)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Laurel Hill Nursery School,,,,,401 EUCLID AVE,,,,,,,"(37.783800, -122.452729)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY
Murious Trophy Room ,,,,,1811 HAIGHT ST,,,,,,,"(37.769123, -122.452033)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Alembic,,,,,1725 HAIGHT ST,,,,,,,"(37.769210, -122.451206)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Pharmaca Integrative Pharmacy,,,,,925 COLE ST,,,,,,,"(37.765296, -122.450152)",RACK,SIDEWALK,1,2,,2014,N/A,IN_PROGRESS,UNDER_REVIEW,SURVEYED,SURVEYED,SFMTA,4. REVIEW_AND_APPROVALS
Pixies,,,,,5672 MISSION ST,,,,,,,"(37.710524, -122.448564)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Palace of Fine Arts,,,,,3301 LYON ST,,,,,,,"(37.802902, -122.448346)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,OUTSIDE SFMTA'S JURISDICTION,REC & PARK,1. AGENT_TO_CONTACT
Booker T. Washington Community Service Center,,,,,800 PRESIDIO AVE,,,,,,,"(37.784109, -122.445779)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Cannabis Company,,,,,1334 HAIGHT ST,,,,,,,"(37.770634, -122.444269)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Central Coffee,,,,,1696 HAYES ST,,,,,,,"(37.774409, -122.444249)",RACK,PARKING_LANE,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Taqueria Reinas,,,,,5300 MISSION ST,,,,,,,"(37.714630, -122.442959)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Move-SF,,,,,2863 CALIFORNIA ST,,,,,,,"(37.787622, -122.441507)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY
Cheese Steak Shop,,,,,1716 DIVISADERO ST,,,,,,,"(37.785581, -122.439639)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY
Embrace Health,,,,,2400 GREENWICH ST,,,,,,,"(37.79863796, -122.43933783)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY
medical complex,,,,,2186 GEARY BLVD,,,,,,,"(37.783699, -122.439293)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Dream Cloud Vapors,,,,,4971 MISSION ST,,,,,,,"(37.718804, -122.438911)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,SFMTA CONTACTED,BUSINESS,2. RESPOND_TO_SFMTA
Eureka Market,,,,,4151 17TH ST,,,,,,,"(37.76208982, -122.43855173)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Metropolitan Community Church,,,,,150 EUREKA ST,,,,,,,"(37.759900, -122.438506)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Roland Feller - Violin Makers ,,,,,551 DIVISADERO ST,,,,,,,"(37.774693, -122.438025)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Holy of Holiness,,,,,509 DIVISADERO ST,,,,,,,"(37.774417, -122.438013)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Wine Kitchen ,,,,,507 DIVISADERO ST,,,,,,,"(37.774349, -122.437999)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Nopa,,,,,560 DIVISADERO ST,,,,,,,"(37.774834, -122.437469)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY
Tae Hee's Grooming Pet Supply ,,,,,542 DIVISADERO ST,,,,,,,"(37.774704, -122.437400)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
The Postal Chase ,,,,,530 DIVISADERO ST,,,,,,,"(37.774570, -122.437371)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Citi Beauty Skin Care ,,,,,518 DIVISADERO ST,,,,,,,"(37.774432, -122.437343)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
SF Hardware ,,,,,512 DIVISADERO ST,,,,,,,"(37.774364, -122.437330)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Budget Cleaners ,,,,,536 DIVISADERO ST,,,,,,,"(37.774644, -122.437271)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Marina Subs,,,,,2299 UNION ST,,,,,,,"(37.796788, -122.436833)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
meggie.,,,,,2277 UNION ST,,,,,,,"(37.796788, -122.436833)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,BUSINESS,2. RESPOND_TO_SFMTA
Danielle,,,,,2278 UNION ST,,,,,,,"(37.797139, -122.436803)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
USPS,,,,,117 DIAMOND ST,,,,,,,"(37.760124, -122.436799)",RACK,SIDEWALK,1,2,,2004,N/A,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY
Mollie Stone's,,,,,4201 18TH ST,,,,,,,"(37.760613, -122.436414)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Union Street Dental Center,,,,,2250 UNION ST,,,,,,,"(37.797261, -122.436390)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Le Bouquet,,,,,2205 UNION ST,,,,,,,"(37.796917, -122.435688)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Images for Hair,,,,,2203 UNION ST,,,,,,,"(37.796917, -122.435688)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Pacific Puffs,,,,,2201 UNION ST,,,,,,,"(37.796917, -122.435688)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Radio Shack ,,,,,#REF!,,,,,,,"(37.72436352, -122.43540768)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR ,SFMTA,1. AGENT_TO_CONTACT
Song Tea & Ceramics,,,,,2120 SUTTER ST,,,,,,,"(37.786049, -122.435406)",RACK,SIDEWALK,0,,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY
Michaelis Wine & Spirits,,,,,2198 UNION ST,,,,,,,"(37.797280, -122.435365)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
El Chico Produce,,,,,#REF!,,,,,,,"(37.72459848, -122.43522901)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR ,SFMTA,1. AGENT_TO_CONTACT
Umami Burger,,,,,2184 UNION ST,,,,,,,"(37.797348, -122.435160)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
American Apparel,,,,,2174 UNION ST,,,,,,,"(37.797430, -122.435061)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
La Bella Crepe,,,,,2165 UNION ST,,,,,,,"(37.796932, -122.434883)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Tule Elk Park CDC (PreK & SA),,,,,2110 GREENWICH ST,,,,,,,"(37.799343, -122.434862)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY
Castro Theatre,,,,,429 CASTRO ST,,,,,,,"(37.762013, -122.434696)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
The Brixton,,,,,2140 UNION ST,,,,,,,"(37.797494, -122.434566)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
La Cucina,,,,,2136 UNION ST,,,,,,,"(37.797494, -122.434566)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Vivo,,,,,2124 UNION ST,,,,,,,"(37.797513, -122.434412)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
La Bella Crepe,,,,,2133 UNION ST,,,,,,,"(37.797032, -122.434342)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Union B,,,,,2127 UNION ST,,,,,,,"(37.797046, -122.434235)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Kim K Dry Cleaners & Laundry,,,,,#REF!,,,,,,,"(37.72501863, -122.43421034)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR ,SFMTA,1. AGENT_TO_CONTACT
Cones n Cakes Mocha Chaca,,,,,#REF!,,,,,,,"(37.72615826, -122.43405061)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR ,SFMTA,1. AGENT_TO_CONTACT
Casa Lucaz #3 ,,,,,4555 MISSION ST,,,,,,,"(37.725283, -122.434010)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Starbucks,,,,,3735 BUCHANAN ST,,,,,,,"(37.80439603, -122.43389351)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY
Fog City Leather,,,,,2060 UNION ST,,,,,,,"(37.797660, -122.433257)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
SFPD Northern Station,,,,,1125 FILLMORE ST,,,,,,,"(37.780053, -122.432945)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Cafe Flore,,,,,2298 MARKET ST,,,,,,,"(37.764657, -122.432944)",RACK,PARKING_LANE,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY
Patxi's Pizza,,,,,4042 24TH ST,,,,,,,"(37.751612, -122.432872)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Hutong,,,,,2030 UNION ST,,,,,,,"(37.797675, -122.432703)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Hunan Empire,,,,,2001 UNION ST,,,,,,,"(37.797184, -122.432486)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Cafe des Amis,,,,,2000 UNION ST,,,,,,,"(37.797682, -122.432455)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Destination Baking Company,,,,,598 CHENERY ST,,,,,,,"(37.734740, -122.432285)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Perfect Fit,,,,,1860 LOMBARD ST,,,,,,,"(37.800562, -122.432171)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY
California Pacific Medical Center,,,,,2100 WEBSTER ST,,,,,,,"(37.790526, -122.432140)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY
Cultive Frozen Yogurt,,,,,1998 UNION ST,,,,,,,"(37.797698, -122.432070)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Red Union Hair Salon,,,,,1996 UNION ST,,,,,,,"(37.797698, -122.432070)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Juice Stop,,,,,1994 UNION ST,,,,,,,"(37.797698, -122.432070)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Bank of America,,,,,1995 UNION ST,,,,,,,"(37.797305, -122.431947)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Bar None,,,,,1980 UNION ST,,,,,,,"(37.797761, -122.431913)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
West Bay Conference Center,,,,,1290 FILLMORE ST,,,,,,,"(37.781276, -122.431840)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,N/A,BUSINESS,2. RESPOND_TO_SFMTA
Lucy Activewear,,,,,1974 UNION ST,,,,,,,"(37.797849, -122.431769)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,BUSINESS,2. RESPOND_TO_SFMTA
Artisans of San Francisco,,,,,1964 UNION ST,,,,,,,"(37.797860, -122.431678)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
The Blue Light,,,,,1979 UNION ST,,,,,,,"(37.797344, -122.431639)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
High Society,,,,,1977 UNION ST,,,,,,,"(37.797344, -122.431639)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Duboce Park Cafe,,,,,2 SANCHEZ ST,,,,,,,"(37.769161, -122.431623)",RACK,PARKING_LANE,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,SUPPLY MEETS DEMAND,SFMTA,1. AGENT_TO_CONTACT
Lashfully,,,,,1954 UNION ST,,,,,,,"(37.797883, -122.431502)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
State Farm Insurance,,,,,1952 UNION ST,,,,,,,"(37.797883, -122.431502)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Spuntino di Ottimista,,,,,1957 UNION ST,,,,,,,"(37.797400, -122.431475)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Puffin's,,,,,1945 UNION ST,,,,,,,"(37.797391, -122.431271)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Plumberry Nail Spa,,,,,1933 UNION ST,,,,,,,"(37.797407, -122.431143)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
La Bijouterie,,,,,1931 UNION ST,,,,,,,"(37.797418, -122.431057)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
American Cupcakes,,,,,1919 UNION ST,,,,,,,"(37.797429, -122.430972)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Wells Fargo,,,,,1900 UNION ST,,,,,,,"(37.797906, -122.430828)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
Urban Bread ,,,,,3901 18TH ST,,,,,,,"(37.761018, -122.430785)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY
Bus Stop Bar,,,,,1901 UNION ST,,,,,,,"(37.797535, -122.430709)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA_POLICY,REQUEST FROM VISITOR,SFMTA,1. AGENT_TO_CONTACT
The Green Cross,,,,,4218 MISSION ST,,,,,,,"(37.729774, -122.430645)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SURVEY SCHEDULED,N/A,SFMTA,3. FIELD_SURVEY
The Center SF,,,,,548 FILLMORE ST,,,,,,,"(37.774545, -122.430617)",RACK,SIDEWALK,0,0,,n/a,N/A,IN_PROGRESS,UNDER_REVIEW,SFMTA CONTACTED,SFMTA CONTACTED,BUSINESS,2. RESPOND_TO_SFMTA
