LOCATION,BOS,ADDR_NUM,ST_NAME,ST_TYPE,ADDRESS,EAS_ADDRESS,CNN,PARCEL,ZIP,LAT_EAS,LONG_EAS,COORDINATES,BIKE_PARKING,PLACEMENT,RACKS,SPACES,MO_INST,YR_INSTALLED,INSTALLED_BY,1_STATUS,2_STATUS_HIGH_LEVEL,3_STATUS_DETAIL,4_STATUS_DESCRIPTION,5_ACTING_AGENT,6_ACTION
_undetermined,,,,,243 KEARNY ST,,,,,,,"(37.790413, -122.404201)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,580 CALIFORNIA ST,,,,,,,"(37.792968, -122.40414)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,141 KEARNY ST,,,,,,,"(37.789471, -122.404113)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Burlington Coat Factory,,,,,899 HOWARD ST,,,,,,,"(37.781681, -122.404102)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Golfsmith,,,,,735 MARKET ST,,,,,,,"(37.786558, -122.404092)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Portola Family Connection,,,,,2565 SAN BRUNO AVE,,,,,,,"(37.729476, -122.404057)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Thai Thai Gourmet Thai Food,,,,,653 CLAY ST,,,,,,,"(37.794326, -122.403967)",RACK,SIDEWALK,1,2,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,350 KANSAS ST,,,,,,,"(37.765371, -122.403908)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Horatius Bistro,,,,,350 KANSAS ST,,,,,,,"(37.765371, -122.403908)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Super Duper Burger,,,,,721 MARKET ST,,,,,,,"(37.786856, -122.403905)",RACK,SIDEWALK,2,4,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Concourse Exhibition Center,,,,,635 08TH ST,,,,,,,"(37.771824, -122.403883)",RACK,SIDEWALK,2,4,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Discount Camera,,,,,33 KEARNY ST,,,,,,,"(37.788266, -122.403864)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,640 CLAY ST,,,,,,,"(37.794793, -122.403864)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Hotel Whitcomb,,,,,9 COLUMBUS AVE,,,,,,,"(37.795667, -122.403856)",RACK,SIDEWALK,4,8,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
One Kearny,,,,,710 MARKET ST,,,,,,,"(37.787707, -122.403853)",RACK,SIDEWALK,1,2,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,49 KEARNY ST,,,,,,,"(37.788575, -122.403841)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Bank of America,,,,,6 LELAND AVE,,,,,,,"(37.711473, -122.403821)",RACK,SIDEWALK,1,2,,2009,contractor,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Starbucks,,,,,264 KEARNY ST,,,,,,,"(37.790663, -122.403764)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
multiple,,,,,735 MONTGOMERY ST,,,,,,,"(37.796216, -122.403755)",RACK,SIDEWALK,1,2,,2006,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Del Taco,,,,,711 MARKET ST,,,,,,,"(37.787025, -122.40369)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Uni's Deli,,,,,1200 VERMONT ST,,,,,,,"(37.75425, -122.403684)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,222 KEARNY ST,,,,,,,"(37.790196, -122.403664)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Renaissance Entrepreneurship Center,,,,,275 05TH ST,,,,,,,"(37.780732, -122.403588)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
City Target / Starbucks / Active Apparel,,,,,789 MISSION ST,,,,,,,"(37.784772, -122.40356)",RACK,SIDEWALK,4,8,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,699 08TH ST,,,,,,,"(37.771022, -122.403546)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,699 08TH ST,,,,,,,"(37.771022, -122.403546)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Margolis & Tisman LLP and multiple,,,,,601 MONTGOMERY ST,,,,,,,"(37.794836, -122.403527)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Pacific Energy Center,,,,,851 HOWARD ST,,,,,,,"(37.782124, -122.403495)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Pacific Energy Center,,,,,851 HOWARD ST,,,,,,,"(37.782124, -122.403495)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,19 HENRY ADAMS ST,,,,,,,"(37.769201, -122.403473)",RACK,SIDEWALK,1,2,,unknown,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Contemporary Jewish Museum,,,,,736 MISSION ST,,,,,,,"(37.785909, -122.403364)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Jillian's,,,,,175 04TH ST,,,,,,,"(37.78399572, -122.4033519)",RACK,SIDEWALK,3,6,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
16th and Kansas Streets Building LLC,,,,,235 KANSAS ST,,,,,,,"(37.766425, -122.403342)",RACK,SIDEWALK,2,4,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Pearson Education,,,,,1301 SANSOME ST,,,,,,,"(37.802327, -122.403298)",RACK,SIDEWALK,1,2,,2000,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Hunt Antiques,,,,,478 JACKSON ST,,,,,,,"(37.796609, -122.403181)",METER_RING,SIDEWALK,2,4,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Clement St. Bar and Grill,,,,,708 MONTGOMERY ST,,,,,,,"(37.795811, -122.403157)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Swiss Nex,,,,,730 MONTGOMERY ST,,,,,,,"(37.796228, -122.403125)",RACK,SIDEWALK,2,4,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Bubble Lounge,,,,,714 MONTGOMERY ST,,,,,,,"(37.795902, -122.403068)",METER_RING,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Escape from New York Pizza,,,,,333 BUSH ST,,,,,,,"(37.790592, -122.403057)",RACK,SIDEWALK,1,2,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
office building,,,,,333 BUSH ST,,,,,,,"(37.790592, -122.403057)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Crocker Galleria,,,,,50 POST ST,,,,,,,"(37.789531, -122.403041)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Crocker Galleria,,,,,135 SUTTER ST,,,,,,,"(37.78953121, -122.40304094)",RACK,SIDEWALK,1,2,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
multiple,,,,,130 SUTTER ST,,,,,,,"(37.790237, -122.40304)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
multiple,,,,,130 SUTTER ST,,,,,,,"(37.790237, -122.40304)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Mechanic's Institute,,,,,57 POST ST,,,,,,,"(37.788747, -122.403034)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,65 POST ST,,,,,,,"(37.788747, -122.403034)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Starbucks,,,,,7 03RD ST,,,,,,,"(37.78741044, -122.40303321)",RACK,SIDEWALK,2,4,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Subway,,,,,11 03RD ST,,,,,,,"(37.78741044, -122.40303321)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Hearst Building,,,,,5 03RD ST,,,,,,,"(37.78741, -122.403033)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Limited Edition Speakeasy,,,,,691 MARKET ST,,,,,,,"(37.78741, -122.403033)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Dave's Bar,,,,,29 03RD ST,,,,,,,"(37.78741, -122.403033)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Whole Foods,,,,,450 RHODE ISLAND ST,,,,,,,"(37.764113, -122.402987)",RACK,PARKING_LANE,12,24,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Whole Foods,,,,,450 RHODE ISLAND ST,,,,,,,"(37.764113, -122.402987)",RACK,SIDEWALK,5,10,,unknown,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
ATS Auto Body,,,,,780 BRANNAN ST,,,,,,,"(37.773525, -122.402843)",RACK,SIDEWALK,1,2,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
La Boulange Cafe & Bakery,,,,,685 MARKET ST,,,,,,,"(37.787646, -122.402759)",RACK,SIDEWALK,2,4,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Yocup Yogurt,,,,,685 MARKET ST,,,,,,,"(37.787646, -122.402759)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Clementina Towers,,,,,330 CLEMENTINA ST,,,,,,,"(37.782177, -122.402758)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,860 FOLSOM ST,,,,,,,"(37.781102, -122.402724)",RACK,SIDEWALK,1,2,,2006,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
John VelasquezÃ¡Salon,,,,,440 JACKSON ST,,,,,,,"(37.796667, -122.402717)",METER_RING,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Starbucks,,,,,1370 SANSOME ST,,,,,,,"(37.802664, -122.402707)",RACK,SIDEWALK,2,4,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Barber Lounge,,,,,854 FOLSOM ST,,,,,,,"(37.781281, -122.402698)",RACK,SIDEWALK,2,4,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
One Medical Group,,,,,110 SUTTER ST,,,,,,,"(37.790225, -122.402697)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Jamber,,,,,858 FOLSOM ST,,,,,,,"(37.781146, -122.402668)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Little Pizza,,,,,848 FOLSOM ST,,,,,,,"(37.781347, -122.402614)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Arader Galleries,,,,,434 JACKSON ST,,,,,,,"(37.796687, -122.402556)",METER_RING,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Rochester Big & Tall,,,,,700 MISSION ST,,,,,,,"(37.7862061, -122.40253249)",RACK,SIDEWALK,1,2,,unknown,private (publicly accessible),COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
B.B. Hawk / Source Restaurant,,,,,25 DIVISION ST,,,,,,,"(37.769533, -122.402529)",RACK,SIDEWALK,2,4,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
24 Hour Fitness,,,,,45 MONTGOMERY ST,,,,,,,"(37.78976, -122.402524)",RACK,SIDEWALK,2,4,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
24 Hour Fitness,,,,,45 MONTGOMERY ST,,,,,,,"(37.78976, -122.402524)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Mochica Restaurant,,,,,937 HARRISON ST,,,,,,,"(37.778167, -122.40244)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Roll,,,,,275 RHODE ISLAND ST,,,,,,,"(37.766752, -122.402438)",RACK,SIDEWALK,1,2,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Dos Pinas,,,,,251 RHODE ISLAND ST,,,,,,,"(37.766752, -122.402438)",RACK,SIDEWALK,1,2,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Office Building / Gallery,,,,,251 RHODE ISLAND ST,,,,,,,"(37.766752, -122.402438)",RACK,SIDEWALK,2,4,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Office Depot,,,,,33 03RD ST,,,,,,,"(37.787173, -122.402401)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
California Pizza Kitchen,,,,,53 03RD ST,,,,,,,"(37.787173, -122.402401)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Walgreens,,,,,300 MONTGOMERY ST,,,,,,,"(37.792346, -122.402385)",RACK,SIDEWALK,1,2,,unknown,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Money Mart,,,,,3000 SAN BRUNO AVE,,,,,,,"(37.723812, -122.402354)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
The Antiques Gallery,,,,,412 JACKSON ST,,,,,,,"(37.79672, -122.40229)",METER_RING,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
change.org,,,,,383 RHODE ISLAND ST,,,,,,,"(37.765023, -122.402279)",RACK,SIDEWALK,3,6,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Peet's Coffee,,,,,250 MONTGOMERY ST,,,,,,,"(37.791583, -122.402276)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Montgomery Gallery,,,,,408 JACKSON ST,,,,,,,"(37.796739, -122.402136)",METER_RING,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Wedding Day Dances,,,,,1500 16TH ST,,,,,,,"(37.766772, -122.402094)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,371 05TH ST,,,,,,,"(37.779543, -122.402089)",RACK,SIDEWALK,1,2,,2005,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,371 05TH ST,,,,,,,"(37.779543, -122.402089)",RACK,SIDEWALK,1,2,,2005,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
UC Berkeley Extension,,,,,95 03RD ST,,,,,,,"(37.786554, -122.40203)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,91 03RD ST,,,,,,,"(37.786554, -122.40203)",RACK,SIDEWALK,1,2,,2006,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
office building,,,,,360 PINE ST,,,,,,,"(37.792177, -122.402028)",RACK,SIDEWALK,1,2,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
San Francisco Center for the Book.,,,,,300 DE HARO ST,,,,,,,"(37.765725, -122.402024)",RACK,SIDEWALK,1,2,,unknown,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Bank of the West,,,,,220 MONTGOMERY ST,,,,,,,"(37.791316, -122.401994)",RACK,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Blood Centers of the Pacific,,,,,250 BUSH ST,,,,,,,"(37.79131571, -122.40199384)",RACK,SIDEWALK,2,4,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,369 PINE ST,,,,,,,"(37.791722, -122.401984)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Bank of the West,,,,,180 MONTGOMERY ST,,,,,,,"(37.790736, -122.401969)",RACK,SIDEWALK,1,2,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,816 FOLSOM ST,,,,,,,"(37.7818, -122.40184)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Starbucks,,,,,505 SANSOME ST,,,,,,,"(37.795071, -122.401823)",RACK,SIDEWALK,1,2,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
A G Ferrari Foods,,,,,688 MISSION ST,,,,,,,"(37.786724, -122.401815)",RACK,SIDEWALK,1,2,,unknown,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
St Gregory's Church,,,,,500 DE HARO ST,,,,,,,"(37.7633505, -122.40177521)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
St. Gregory's,,,,,500 DE HARO ST,,,,,,,"(37.763351, -122.401775)",RACK,SIDEWALK,1,2,,2012,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
St. Gregory's,,,,,500 DE HARO ST,,,,,,,"(37.763351, -122.401775)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Union Bank,,,,,44 MONTGOMERY ST,,,,,,,"(37.789808, -122.401767)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Project 880,,,,,880 HARRISON ST,,,,,,,"(37.779613, -122.401682)",RACK,SIDEWALK,2,4,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
startupHQ,,,,,185 CLARA ST,,,,,,,"(37.779613, -122.401682)",RACK,PARKING_LANE,5,10,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Office Building,,,,,433 CALIFORNIA ST,,,,,,,"(37.792686, -122.401668)",RACK,SIDEWALK,1,2,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
_undetermined,,,,,350 PACIFIC AVE,,,,,,,"(37.797818, -122.401623)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
California Historical Society,,,,,678 MISSION ST,,,,,,,"(37.78695752, -122.40161525)",RACK,SIDEWALK,2,4,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Apotheca,,,,,582 MARKET ST,,,,,,,"(37.789525, -122.40161)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
residential complex,,,,,350 JACKSON ST,,,,,,,"(37.796802, -122.40153)",METER_RING,SIDEWALK,1,2,,2010,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Quizno's,,,,,578 MARKET ST,,,,,,,"(37.78964, -122.401448)",RACK,SIDEWALK,1,2,,2005,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Chase Building,,,,,425 CALIFORNIA ST,,,,,,,"(37.792796, -122.401353)",RACK,SIDEWALK,3,6,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Chase Building,,,,,425 CALIFORNIA ST,,,,,,,"(37.792796, -122.401353)",RACK,SIDEWALK,1,2,,unknown,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
office building,,,,,225 BUSH ST,,,,,,,"(37.790937, -122.401337)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Mills Building,,,,,220 BUSH ST,,,,,,,"(37.791392, -122.401307)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Equinox,,,,,301 PINE ST,,,,,,,"(37.791834, -122.40128)",RACK,SIDEWALK,3,6,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Equinox,,,,,301 PINE ST,,,,,,,"(37.791834, -122.40128)",RACK,SIDEWALK,1,2,,2011,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Fight and Fitness Inc,,,,,734 BRYANT ST,,,,,,,"(37.777377, -122.401256)",RACK,SIDEWALK,1,2,,2002,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Fight and Fitness Inc,,,,,734 BRYANT ST,,,,,,,"(37.777377, -122.401256)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Speedway,,,,,300 PINE ST,,,,,,,"(37.792257, -122.401242)",RACK,SIDEWALK,1,2,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
SPUR,,,,,654 MISSION ST,,,,,,,"(37.787183, -122.401235)",RACK,SIDEWALK,3,6,,2013,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
SPUR,,,,,654 MISSION ST,,,,,,,"(37.787183, -122.401235)",RACK,SIDEWALK,1,2,,2006,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Dharmaspace Pilates,,,,,564 MARKET ST,,,,,,,"(37.789879, -122.401188)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Grant's Tobacconists,,,,,562 MARKET ST,,,,,,,"(37.789879, -122.401188)",RACK,SIDEWALK,1,2,,2004,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
Grant's Tobacconists,,,,,562 MARKET ST,,,,,,,"(37.789879, -122.401188)",RACK,SIDEWALK,1,2,,2006,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
One Jackson Place,,,,,633 BATTERY ST,,,,,,,"(37.797147, -122.401161)",RACK,SIDEWALK,1,2,,2003,SFMTA,COMPLETE,INSTALLED,EXISTING,N/A,N/A,0. NO_FURTHER_ACTION
